country_name,country_code,edu_2001,edu_2002,edu_2003,edu_2004,edu_2005,edu_2006,edu_2007,edu_2008,edu_2009,edu_2010,edu_2011,edu_2012,edu_2013,edu_2014,edu_2015,edu_2016,edu_2017,edu_2018,edu_2019,income_group,university_count,tuition
Angola,AGO,214983478.1,387686651.8,444784089.1,566607736.8,861381734.7,1173559795.0,1613246089.0,2285783734.0,2102908337.0,2702941027.0,3641400000.0,4212600000.0,4533900000.0,4890900000.0,3927000000.0,3421850990.0,4105500000.0,3338795493.0,2923861801.0,Low income,18,Standard
Albania,ALB,117813750.0,130723337.5,170291092.4,218993873.4,246457134.9,276848712.7,334246631.1,397189690.0,366306134.1,367574831.1,404295655.2,386165196.7,413360041.9,420811677.8,359944696.2,430652244.1,431208986.6,500145450.3,502149869.7,High income,35,Standard
Argentina,ARG,12841200000.0,3988842928.0,4562800000.0,4818000000.0,6142400000.0,8280000000.0,10808000000.0,15002500000.0,15536300000.0,18486800000.0,25071046464.0,27750868812.0,28253339862.0,26234710218.0,30665433944.0,27599850570.0,31294914217.0,25255544807.0,21661870447.0,High income,127,Standard
Armenia,ARM,51896798.4,59776251.38,72036935.7,94501156.53,132249832.6,176705202.3,261573904.9,339528924.1,252310803.1,277391346.5,305311195.9,326853743.1,301002327.0,254766307.9,296117168.8,263833083.2,273378571.1,289999550.4,316116555.4,High income,44,Standard
Antigua and Barbuda,ATG,26838989.33,26975423.75,27089232.86,27426346.15,29021299.94,30899435.99,32816392.09,31770968.28,26493959.99,25222042.51,24807868.34,26107240.84,25712732.5,26752015.82,28180767.51,30138367.5,31257630.83,34379848.33,35583251.67,High income,2,Standard
Australia,AUS,17825920000.0,18703300000.0,22118880000.0,29169420000.0,32781000000.0,34392200000.0,38025600000.0,46460000000.0,43008000000.0,55880000000.0,64990000000.0,75750000000.0,76343429209.0,69565654245.0,66265485443.0,59237327896.0,64759451683.0,69277552963.0,67771519203.0,High income,40,Standard
Austria,AUT,10666500000.0,11342000000.0,13754700000.0,15420000000.0,16033500000.0,17085900000.0,19438800000.0,22003800000.0,22200000000.0,21330000000.0,23382000000.0,21361000000.0,22767486392.0,22879080370.0,19699836913.0,20343905069.0,20849912377.0,22772962547.0,22418716463.0,High income,73,Standard
Azerbaijan,AZE,204717534.6,198777319.5,240955666.4,298904345.2,391946562.3,522729572.4,804273919.1,1161552154.0,1402953098.0,1442491652.0,1572861796.0,1416304373.0,1732254824.0,1904229749.0,1532380564.0,1077984877.0,997849387.7,1141284052.0,1178560520.0,High income,41,Standard
Burundi,BDI,24032464.99,22565512.37,21485250.11,25172844.75,39578868.0,49950713.33,58062872.69,74750419.44,96339248.08,128556512.5,128000261.2,132394445.5,126977586.9,139687047.9,160583021.9,141396663.7,142017448.7,138386055.1,136516180.5,Low income,21,Standard
Belgium,BEL,13505369110.0,14955986994.0,17972583607.0,21018800000.0,21840000000.0,23308200000.0,26855100000.0,31416000000.0,30625000000.0,29768000000.0,32007600000.0,31087332729.0,32676033375.0,33557967198.0,28304119719.0,29047726882.0,30600941296.0,33140940376.0,32657131028.0,High income,63,Standard
Benin,BEN,98959268.72,110400864.5,149772432.5,204901674.8,237105982.2,243734743.5,262292962.4,382256503.6,417336445.7,454178646.5,509864964.1,527152116.1,583850084.5,601659882.3,331316926.7,343714272.8,368443846.0,413747658.8,417919615.3,Low income,26,Standard
Burkina Faso,BFA,101373192.8,124134763.5,174781869.3,216245121.5,259714556.5,275516707.0,201194096.7,267450040.5,283298739.7,316783607.5,478776255.6,443214555.2,563778525.7,574846323.4,486733714.5,528480500.2,585183172.9,663220026.6,660570964.2,Low income,17,Standard
Bangladesh,BGD,723187157.1,711350557.2,1051413057.0,1005296599.0,1120444300.0,1221510706.0,1516485097.0,1687498334.0,1764900000.0,2224426875.0,2737025369.0,2877837611.0,2915472305.0,2970924594.0,2973550529.0,2912247631.0,2940213483.0,2919227416.0,2854912996.0,Low income,138,Standard
Bulgaria,BGR,470297978.2,534208450.6,818722654.2,587487497.8,1141201228.0,1277445060.0,1481723965.0,2073872028.0,2125075933.0,1975183834.0,2061744959.0,1912759792.0,2099528168.0,2195890795.0,1925811892.0,2063851351.0,2304111721.0,2556839072.0,2666535120.0,High income,48,Standard
Bahrain,BHR,327101252.1,325162233.9,358903904.3,402135541.2,467297742.1,509167314.2,542212239.9,634553007.7,543752900.7,638356055.7,705970305.9,865489653.8,912098876.1,924073781.5,853058884.5,885789295.2,974387960.1,1039628457.0,1059005497.0,High income,12,Standard
Bahamas,BHS,311409679.1,333575032.3,334374950.5,341904233.3,370294013.6,381613433.0,398393799.4,401459211.0,377485943.8,379274100.6,379046649.5,400479598.7,391116515.6,410667719.4,437096537.7,438661462.5,453146222.3,460377095.4,481070541.0,High income,1,Standard
Belarus,BLR,665814036.9,788698685.7,968107764.1,1255727395.0,1688677369.0,2103539190.0,2184994306.0,2779862732.0,2189456274.0,2774972143.0,2754497322.0,3063043393.0,3556336589.0,3585480110.0,2573943574.0,2266976958.0,2476338808.0,2720370778.0,2938423342.0,High income,47,Standard
Belize,BLZ,40145593.43,43357584.24,45598985.25,47666764.95,52653673.78,60312849.54,64374475.18,71339135.63,76578921.72,80160152.29,91361059.5,91806551.77,93307499.07,97737290.4,103917438.3,107256411.2,110759766.4,112441621.4,116238479.8,High income,3,Standard
"Bolivia, Plurinational State of",BOL,431412531.0,476678604.9,492506837.6,499968415.5,512755400.8,577051405.8,731320003.9,1026373448.0,1228297766.0,1352646270.0,1505011678.0,1542140161.0,1744968206.0,1902932281.0,1937884511.0,2025869999.0,2213058944.0,2390169165.0,2434943950.0,Low income,52,Standard
Brazil,BRA,20704400000.0,18290300000.0,20585050000.0,25350000000.0,38017400000.0,51732000000.0,66445000000.0,85140000000.0,88020000000.0,115000000000.0,140000000000.0,133000000000.0,135000000000.0,137000000000.0,108000000000.0,110000000000.0,127000000000.0,117000000000.0,115000000000.0,High income,203,Standard
Barbados,BRB,154312760.0,161028945.0,175921460.0,187679460.0,202269750.0,213107153.1,233730134.3,227860207.1,239425107.6,255363310.2,243358198.6,239186456.7,259343668.7,278115691.7,245535407.6,217803292.1,207692870.0,212142254.0,219742322.6,High income,4,Standard
Brunei Darussalam,BRN,194861941.4,193881659.8,207015005.5,235855103.1,270215270.7,306726598.3,309352667.8,339807530.1,236287656.9,276219948.7,424837557.6,498860670.1,538598852.6,570014890.7,497533111.5,488232254.2,512674430.9,544702386.2,551857369.7,High income,4,Standard
Bhutan,BTN,17848725.15,20170395.5,23590195.7,27061823.57,33770878.31,34247365.45,41023712.3,38081896.82,47574340.94,44530315.77,56049718.24,70228655.26,84885047.83,108332154.7,130771313.4,138688823.5,157245657.4,156482194.8,162064311.7,Low income,0,NA
Botswana,BWA,385344209.7,366430881.6,561316699.5,703000768.9,846662435.6,773473105.4,734464070.2,850367834.9,950760273.8,1151564587.0,1423528438.0,1342804984.0,1351011149.0,1493702157.0,1312915889.0,1447086189.0,1544009398.0,1608927012.0,1567354888.0,High income,15,Standard
Central African Republic,CAF,14708127.92,15680884.53,18201541.9,20168624.7,21366967.97,20287247.25,21929333.22,24921971.17,25255167.56,24750699.06,28148678.24,28995504.92,19627155.25,22016945.7,19744122.42,21249490.85,25046257.1,27447570.47,27439270.5,Low income,1,Standard
Canada,CAN,36259000000.0,36807502558.0,42518784917.0,47624247664.0,53590000000.0,60125000000.0,66555000000.0,67014000000.0,61830000000.0,79500000000.0,86768000000.0,88740000000.0,89726000000.0,87754000000.0,75429000000.0,74443000000.0,80359000000.0,83317000000.0,84796000000.0,High income,101,Standard
Switzerland,CHE,12188200000.0,14977800000.0,18450800000.0,20253000000.0,20021400000.0,20282500000.0,21576000000.0,25690600000.0,25968600000.0,27348000000.0,33096600000.0,32264200000.0,31580132136.0,32237046458.0,31116994110.0,30655082692.0,30743553350.0,31230141964.0,31185906635.0,High income,23,Standard
Chile,CHL,2432995859.0,2466815495.0,2621454001.0,3178546836.0,3763200000.0,4420000000.0,5220600000.0,6637226648.0,6810300000.0,8586900000.0,9764400000.0,11883000000.0,12064800000.0,11914524129.0,11669037997.0,12394135021.0,14037589935.0,14987502036.0,14195908618.0,High income,55,Standard
China,CHN,23628000000.0,26134000000.0,29535000000.0,34905000000.0,40633000000.0,49225000000.0,63724000000.0,82698000000.0,91111000000.0,108000000000.0,134000000000.0,152000000000.0,170000000000.0,188000000000.0,197000000000.0,200000000000.0,220000000000.0,247000000000.0,254000000000.0,High income,936,Standard
C̫te d'Ivoire,CIV,392849021.8,478824168.2,577982686.1,638911372.5,667439218.8,691101443.1,819614930.2,994072457.5,983127968.2,1055033451.0,981199045.7,1085248578.0,1322136130.0,1571110618.0,1506534315.0,1779925980.0,1835286676.0,1778329630.0,1815497898.0,Low income,15,Standard
Cameroon,CMR,230446931.8,319765817.3,450951581.1,504784837.8,549704698.6,518521290.2,653619943.9,707092792.9,790054626.8,806400124.4,852198418.1,793248441.2,887322907.2,967390908.8,851525339.8,891255109.3,949717762.7,1051468354.0,1040586269.0,Low income,16,Standard
"Congo, the Democratic Republic of the",COD,76937527.82,95880005.0,103238083.8,123167613.0,146744485.0,185776226.4,221655454.4,262911987.4,262966633.1,313955080.1,417236178.7,520948976.4,615293718.0,677102825.5,723611593.5,748714526.4,761080575.8,944806215.9,1008611476.0,Low income,69,Standard
Congo,COG,82174422.98,83628637.75,97674997.54,105473036.0,127053038.6,172169235.6,185475068.2,256375226.5,224921915.8,307682527.5,354594813.2,421783255.8,442067924.3,457420174.9,297855573.5,247597858.8,240213273.9,293580669.2,252433644.6,Low income,1,Standard
Colombia,COL,3792458782.0,4048915041.0,3787616800.0,4565200000.0,5822000000.0,6248600000.0,7440000000.0,8283600000.0,8820000000.0,10784043941.0,10464600000.0,11388300000.0,13538448064.0,12839000000.0,9794932348.0,9819719488.0,10776144627.0,12981702698.0,12583490958.0,High income,207,Standard
Comoros,COM,8164774.881,9270773.779,12043021.79,14113994.52,14752998.36,15957016.61,18469227.98,21420867.08,21438338.23,21757692.85,24799048.18,24877982.92,27691821.62,28865496.65,24585752.86,25810346.01,27463086.77,30047726.3,29683625.61,Low income,0,NA
Cape Verde,CPV,27031315.45,30130426.48,43749743.21,56542221.18,52968164.71,53677946.26,69530897.13,88331423.96,78751005.01,78125323.69,89818252.25,84611498.87,91792651.66,91984675.25,81037449.56,83604939.74,89014540.25,100089877.4,101088442.1,Low income,9,Standard
Costa Rica,CRI,730139488.9,659594574.5,671390170.7,709378811.8,816286952.7,988949466.3,1240477816.0,1510376514.0,1843363238.0,2339315767.0,2742056192.0,3135609995.0,3471676576.0,3499721188.0,3762451374.0,3895001184.0,4090069234.0,4115755455.0,4271583169.0,High income,55,Standard
Cyprus,CYP,485686859.1,567554829.6,854007394.8,970945866.0,1032773125.0,1148994398.0,1375151223.0,1654245233.0,1646444228.0,1577703124.0,1680518606.0,1521848987.0,1495130777.0,1450326102.0,1203526787.0,1209368490.0,1206973062.0,1337911817.0,1334514929.0,High income,50,Standard
Czech Republic,CZE,2306443289.0,2931875859.0,3781963405.0,4332000000.0,4807700000.0,5894700000.0,6568200000.0,7969800000.0,7662100000.0,7584900000.0,8482200000.0,7975500000.0,7747088608.0,7364063198.0,9963006698.0,10293693090.0,7604907952.0,8675501790.0,8749335848.0,High income,59,Standard
Germany,DEU,79015099249.0,84034364129.0,101000000000.0,116000000000.0,118000000000.0,125000000000.0,145000000000.0,160000000000.0,161000000000.0,162000000000.0,174000000000.0,169000000000.0,170000000000.0,177000000000.0,152000000000.0,157000000000.0,167000000000.0,181000000000.0,177000000000.0,High income,363,Standard
Djibouti,DJI,43941123.54,48772027.58,54322158.62,60100028.6,57686622.68,61503926.7,68025896.83,80511303.83,83552545.02,89418723.76,97371279.41,107778576.9,157226898.5,170963298.4,187524352.4,196910063.0,204808475.1,223991791.3,252093336.3,Low income,1,Standard
Dominica,DMA,15754833.34,15263296.3,15814746.3,16693348.15,16763801.85,18762375.93,20087961.11,21992640.74,23770925.93,24219259.26,24523888.89,23823333.34,23939444.45,27769629.63,25962777.78,27971481.48,25432962.97,27597037.04,30082450.0,High income,0,NA
Denmark,DNK,12571200000.0,13692800000.0,16675200000.0,19530000000.0,20452200000.0,20820800000.0,23240400000.0,25204200000.0,25790400000.0,25963800000.0,28325700000.0,21548653153.0,27367316212.0,25235822602.0,21793186570.0,22710614837.0,24289079108.0,26295256734.0,25650413926.0,High income,26,Standard
Dominican Republic,DOM,495106213.7,488526090.5,371850328.4,376969745.2,615561670.5,647162748.1,741795731.7,844152504.4,868072698.3,991982789.7,1090435072.0,1165638530.0,1504219782.0,1610606268.0,1718833327.0,1825217542.0,1919770581.0,2062342968.0,2138126057.0,High income,42,Standard
Algeria,DZA,2373810987.0,2436138915.0,2919092269.0,3651129573.0,4382593202.0,5047931028.0,5941370148.0,7594232520.0,6075386016.0,7192184916.0,8845047288.0,9202422936.0,9202422936.0,9336438804.0,7236856872.0,7058169048.0,7504888608.0,7638904476.0,7504888608.0,Low income,91,Standard
Ecuador,ECU,336920898.0,469494344.2,615714754.0,785386801.8,1004196564.0,1259284309.0,1503482029.0,2013698458.0,2210818511.0,2660483912.0,3122713720.0,3402885763.0,3680921473.0,3930000000.0,3831799400.0,3852525513.0,4008600000.0,4126500000.0,4126500000.0,High income,59,Standard
Egypt,EGY,4312145946.0,3760125836.0,3536896154.0,3466075797.0,3941202459.0,4764015648.0,5822685792.0,7234245984.0,8337027384.0,9483920040.0,10145588880.0,12042372888.0,12395262936.0,13145154288.0,14292046944.0,14468491968.0,10189700136.0,10719035208.0,12880486752.0,Low income,57,Standard
Spain,ESP,23707700000.0,26625400000.0,33944400000.0,40492000000.0,43548000000.0,47120000000.0,55440000000.0,64780000000.0,64824000000.0,61740000000.0,64525000000.0,53710000000.0,55305011321.0,55840441808.0,48687392700.0,49631234660.0,52298952264.0,56690467339.0,55892010053.0,High income,75,Standard
Estonia,EST,279831344.9,344751884.3,470646449.6,536566418.4,616360634.0,710028320.2,880034458.0,1238099546.0,997507265.9,1011897567.0,1059458100.0,967336617.7,1053425544.0,1060440631.0,1078554438.0,1153152400.0,1211869939.0,1386553507.0,1420711286.0,High income,16,Standard
Ethiopia,ETH,194685653.0,181674937.5,226348020.9,298002638.6,404965356.9,547204382.6,727734656.2,1034717675.0,1017226180.0,882837017.9,1166927747.0,1573008856.0,1369193180.0,1579024793.0,1977699777.0,2276755204.0,2499076880.0,2579223080.0,2930663015.0,Low income,36,Standard
Finland,FIN,7030500000.0,7770000000.0,9627361118.0,11183800000.0,11577200000.0,11979300000.0,13621000000.0,15504000000.0,15385600000.0,15296400000.0,16615200000.0,17550000000.0,18189687676.0,18233096552.0,14999913067.0,15058497427.0,14762306288.0,16035917027.0,15630677246.0,High income,35,Standard
Fiji,FJI,86649927.17,102177998.1,132780502.2,162772856.3,174820690.2,164109509.5,175848149.8,175093481.4,139159336.7,141157802.7,161343116.0,159996796.2,162481822.5,183181813.3,173952591.6,184236167.0,194996910.4,206515613.6,199555288.9,High income,3,Standard
France,FRA,68320000000.0,74141000000.0,96534000000.0,108000000000.0,110000000000.0,115000000000.0,132000000000.0,145000000000.0,141000000000.0,138000000000.0,146000000000.0,137000000000.0,141000000000.0,144000000000.0,123000000000.0,124000000000.0,130000000000.0,140000000000.0,137000000000.0,High income,232,Standard
"Micronesia, Federated States of",FSM,58130867.81,58306713.57,58878153.19,58380364.63,61111928.27,61927524.59,63124561.12,63885811.13,70120159.79,72660353.53,75814471.53,80954639.95,80977867.09,81437778.63,88809430.13,91443619.36,98427001.92,97397422.91,107359266.8,Low income,0,NA
Gabon,GAB,134442675.3,148545727.0,177393359.3,201252832.9,263919213.8,274389534.9,325112081.8,410244800.4,328529606.8,382024594.1,480763466.7,472983331.0,486263744.8,528041259.8,403574796.8,395807184.5,427963330.3,482102154.0,474640706.1,High income,23,Standard
United Kingdom,GBR,62184478417.0,76644093465.0,92976594281.0,105000000000.0,122000000000.0,128000000000.0,148000000000.0,140000000000.0,119000000000.0,137000000000.0,138000000000.0,141000000000.0,148000000000.0,167000000000.0,159000000000.0,143000000000.0,142000000000.0,152000000000.0,152000000000.0,High income,166,Standard
Georgia,GEO,114419368.1,111880392.3,121517418.5,145056708.3,171035768.0,197323507.0,239762894.5,280369022.6,220285910.9,229355013.8,258395130.0,287161654.3,296955147.2,306190780.4,257228409.9,254150310.6,271875996.8,297704117.4,293908272.5,High income,47,Standard
Ghana,GHA,283772111.1,357182648.2,476671219.1,594798438.5,679266078.7,881582611.2,1083771459.0,1430958657.0,1237997465.0,1481834229.0,3110127133.0,3130078989.0,3566639874.0,2203629881.0,2033900266.0,2290275010.0,2437556104.0,2727802144.0,2781155594.0,Low income,69,Standard
Guinea,GIN,55670095.84,70021628.09,73942873.9,69287554.74,48007686.88,64957374.01,80993389.02,72200866.18,220691343.9,248692333.4,215516608.4,193914483.6,244723633.0,186341827.9,194077341.3,191764254.4,210038417.4,247748978.7,244715749.8,Low income,1,Standard
Gambia,GMB,9293206.762,8247482.499,7469764.657,16048681.48,18107189.33,19525880.25,24998668.69,32106040.19,28300726.55,37229300.74,36787983.65,33812222.38,35801976.23,31933050.01,35780374.72,38749687.02,39277842.07,43663140.76,47409255.62,Low income,2,Standard
Guinea-Bissau,GNB,8003533.637,8351545.593,9137735.557,9790154.943,10324041.38,10039171.51,11289713.09,13206611.79,11992634.4,11678098.76,14381408.44,13726259.19,11902214.36,12670688.03,12456213.38,14021406.27,15694018.48,16860600.97,17052214.41,Low income,0,NA
Equatorial Guinea,GNQ,5582356.12,8213804.305,9242053.638,14814603.01,41730136.95,79395326.09,104507464.7,146368321.2,99388504.07,95784558.59,138192195.6,148442320.6,150038619.8,147963867.4,99450176.98,87099383.27,89835311.17,100269803.8,83299168.24,High income,1,Standard
Grenada,GRD,21123888.56,20103804.09,20269718.06,20022195.83,25015805.55,25118093.06,26909680.56,29372412.5,26558675.0,27417586.11,28008120.83,28709998.61,30488306.94,31074626.39,33002690.28,36173140.28,37652055.56,39483822.23,41082811.13,High income,1,Standard
Guatemala,GTM,371969233.9,439598780.2,497063570.1,577355384.4,695875984.2,813791107.2,955574915.1,1094438967.0,1050043281.0,1141710787.0,1344397942.0,1427927432.0,1469999293.0,1670630207.0,1813044949.0,1895243897.0,2020678260.0,2121770182.0,2332965786.0,High income,15,Standard
Guyana,GUY,47174270.43,51543528.6,45613128.7,40442932.57,62504037.53,110457173.1,94377318.2,99493568.0,98871611.02,116464421.8,115616537.0,119342042.2,122533198.6,121305989.5,125692488.3,130760001.3,138311554.2,138989121.8,149712092.7,High income,7,Standard
Hong Kong,HKG,5693202542.0,5905777458.0,5960173735.0,6363092433.0,6236262045.0,6099221448.0,6298442536.0,6205081715.0,6251859331.0,7019144977.0,7160768727.0,7549434755.0,7975154760.0,8429256098.0,8940120104.0,9337458776.0,10103754784.0,10756525459.0,10813288126.0,High income,11,Standard
Honduras,HND,299941542.4,320784475.1,347984775.4,387782081.6,446690793.9,518836709.0,619629213.5,723071390.5,793409929.7,866323587.3,992326225.9,1052403999.0,1081003128.0,1142054867.0,1228882311.0,1269606162.0,1365393017.0,1393809885.0,1456790514.0,Low income,12,Standard
Croatia,HRV,795433589.3,928908739.6,1254742850.0,1521539634.0,1668291157.0,1871533471.0,2259532566.0,2888807603.0,2520826077.0,2382235922.0,2561318486.0,2385791398.0,2564121291.0,2438487531.0,2041480107.0,1990059789.0,2076042761.0,2298997894.0,2298002764.0,High income,43,Standard
Haiti,HTI,92412819.05,88349037.98,70342721.65,88059034.48,104493914.4,109985281.4,139221881.4,153338570.8,169695033.1,173667610.3,190695186.0,201174027.9,218283122.6,222000968.9,217403011.0,205151485.8,220622744.7,241250236.4,216843316.4,Low income,25,Standard
Hungary,HUN,2379630322.0,3130848871.0,4560913031.0,5192089368.0,5586200000.0,5711600000.0,6812000000.0,7488800000.0,6050000000.0,5733000000.0,6034500000.0,5109480429.0,5428007067.0,5924053673.0,5261997427.0,5510450832.0,5931722778.0,6667775969.0,6884262202.0,High income,41,Standard
Indonesia,IDN,2644968172.0,3625060350.0,4742251112.0,5607451955.0,6743344032.0,9316852697.0,11840400000.0,13333200000.0,17036700000.0,18742500000.0,24824800000.0,27206000000.0,26992500000.0,25874911740.0,27193516875.0,29481432958.0,32128878711.0,33011360629.0,35626121867.0,Low income,582,Standard
India,IND,19047995645.0,19003438197.0,20970305698.0,22676277700.0,25478200000.0,28736400000.0,37268000000.0,36652000000.0,40964000000.0,51128000000.0,55748000000.0,55748000000.0,56364000000.0,62216000000.0,64064000000.0,69300000000.0,80696000000.0,82236000000.0,87472000000.0,Low income,888,Standard
Ireland,IRL,3929051235.0,4729400000.0,6475200000.0,8183000000.0,8838900000.0,9764300000.0,11533500000.0,13509000000.0,13336900000.0,12369000000.0,12939800000.0,12266800000.0,11973162401.0,11847745671.0,10184711528.0,10360543414.0,11136529160.0,12476261991.0,12978661803.0,High income,28,Standard
"Iran, Islamic Republic of",IRN,5080000000.0,5830800000.0,6791400000.0,8626000000.0,10192600000.0,12688200000.0,15724800000.0,15980400000.0,16806400000.0,20015700000.0,21296264907.0,19422027846.0,14630800000.0,12412400000.0,10317963502.0,13490836246.0,16149374949.0,11061560878.0,9641495630.0,Low income,311,Standard
Iraq,IRQ,1652251227.0,1488738946.0,1009507359.0,1687295189.0,2089673756.0,2833354142.0,3945428674.0,6210000000.0,5290000000.0,6440000000.0,8556000000.0,10074000000.0,10764000000.0,10442000000.0,7590000000.0,7590000000.0,8556000000.0,10396000000.0,10764000000.0,High income,109,Standard
Iceland,ISL,482239185.6,616007180.8,783477646.1,905508726.0,1122868931.0,1125491666.0,1389587823.0,1176533552.0,880203058.6,896317316.0,982838857.6,1053984747.0,1137786227.0,1281719745.0,1234479272.0,1475424001.0,1789560107.0,1861221507.0,1839462256.0,High income,7,Standard
Israel,ISR,7950000000.0,7488000000.0,7698200000.0,7682400000.0,7910100000.0,8639400000.0,9540700000.0,11480700000.0,10840200000.0,12305000000.0,13908300000.0,13324566786.0,15613263880.0,16361096833.0,15973408913.0,16919600960.0,19372071964.0,20469639781.0,21731842770.0,High income,38,Standard
Italy,ITA,51272000000.0,52959000000.0,67196000000.0,75060000000.0,74028000000.0,84084000000.0,86632000000.0,100000000000.0,93951000000.0,87756000000.0,89997000000.0,81295269453.0,83858173262.0,83479485535.0,71224626783.0,69186340360.0,77668386718.0,83187967500.0,80033921338.0,High income,86,Standard
Jamaica,JAM,464116670.5,473913305.1,378272076.2,382725661.1,501963501.7,524994642.6,549851333.6,800295455.8,690588549.8,792826021.7,895458230.1,921731627.5,873450728.1,835090054.0,755960058.3,728155614.7,757270966.2,834975907.3,804041989.7,High income,6,Standard
Jordan,JOR,376638943.8,391880815.6,412888478.9,460046324.2,500927776.9,591559230.8,663616203.8,851371033.1,904071892.3,960266197.6,1025720900.0,1076112667.0,1153901234.0,1209746719.0,1243463243.0,1265763265.0,1261585227.0,1148221148.0,1163160261.0,High income,30,Standard
Japan,JPN,132000000000.0,127000000000.0,139000000000.0,150000000000.0,146000000000.0,136000000000.0,137000000000.0,152000000000.0,161000000000.0,180000000000.0,197000000000.0,203000000000.0,166000000000.0,150000000000.0,131000000000.0,139000000000.0,137000000000.0,140000000000.0,143000000000.0,High income,716,Standard
Kazakhstan,KAZ,696146532.2,694560911.1,760205005.1,915768485.4,1213023957.0,1959128965.0,2729212701.0,3114519700.0,3203753395.0,4642719109.0,6291577917.0,7449874974.0,7727894600.0,7155421308.0,4953417995.0,3914629090.0,4401001180.0,4469542866.0,4526479718.0,High income,105,Standard
Kenya,KEN,656047739.1,755517161.8,897571127.4,1011467728.0,1215687558.0,1710161374.0,1972468805.0,2065737291.0,1967168901.0,1944800089.0,2078467401.0,2625885528.0,2844350769.0,3030017914.0,3077920856.0,3594666339.0,3922081797.0,4422957901.0,4819176837.0,Low income,63,Standard
Kyrgyzstan,KGZ,49991158.25,68105096.58,80965552.72,95135499.78,113388675.6,144318368.5,214993391.7,262942639.9,268265404.2,260825877.9,395475040.9,461449723.3,439604954.9,358028388.0,337041257.3,368975487.3,395000653.4,432110649.5,435968938.8,Low income,61,Standard
Cambodia,KHM,65324784.12,69161595.09,75137802.3,85310424.6,99294555.34,114192844.0,135515442.4,167311891.6,173261571.2,172432891.9,193724642.4,219375800.3,312256050.2,317172889.3,339602807.1,376550428.1,416872766.9,459260771.3,511577034.8,Low income,49,Standard
