country_name,country_code,edu_2001,edu_2002,edu_2003,edu_2004,edu_2005,edu_2006,edu_2007,edu_2008,edu_2009,edu_2010,edu_2011,edu_2012,edu_2013,edu_2014,edu_2015,edu_2016,edu_2017,edu_2018,edu_2019,income_group,university_count,tuition
Saint Kitts and Nevis,KNA,16706546.55,16700204.08,16957531.24,18860334.33,19407277.54,21055252.59,21791077.29,23915620.61,23990118.49,24745416.16,26876892.81,26680236.3,28553626.68,29590727.5,30133501.66,33596568.58,35775549.45,36483074.24,39501693.44,High income,2,Standard
"Korea, Republic of",KOR,16138666667,19062500000,23450000000,28591200000,31737600000,39165000000,43290000000,42000000000,37020600000,46488489176,52352428456,53019000000,62968206910,68476959696,68189405683,70044899715,75611381812,80250116892,77466875844,High income,189,Standard
Kuwait,KWT,2100245498,2227516288,2817956376,3068552290,3604122740,3668500000,4051300000,5040200000,3604700000,3987500000,5199700000,5837700000,5965300000,5678200000,4051300000,3891800000,4434100000,5008300000,4912600000,High income,5,Standard
Lao People's Democratic Republic,LAO,18525921.41,19987819.95,25211417.91,33133212.55,28033121.73,36114866.31,47384777.56,63274872.14,72322515.38,99572212.01,121495584.4,134869305.3,330972126.6,331699412.9,360220055.7,397943078.4,422553504.6,451948747.6,464465975.2,Low income,1,Standard
Lebanon,LBN,483333159.2,471671957.2,434964265.8,531013843.6,532482912.5,572079134.2,595836337.8,496470174.6,555747350.3,553857088.8,567534910.2,784589432.9,978979188.2,999966222.8,1040129963,1062064595,1115426999,1154204832,1078034449,Low income,35,Standard
Liberia,LBR,29005661.61,29306895.36,22673313.81,27620467.56,29752507.5,35972396.28,44973716.31,57330240,59416436.34,66560756.34,83197480.32,92584970.4,105250788.4,105871063.2,107862970.6,114097557.4,113013974.1,109278625.7,108549550,Low income,9,Standard
Saint Lucia,LCA,42936862.43,41225442.78,41958070.31,41792383.75,50032227.69,53057833.83,56304192.51,61600165.72,58933331.85,60492563.69,65555600.23,62540597.41,77282619.65,69891939.78,61753748.87,62893176.42,65217181.96,64643468.91,66352978.95,High income,0,No College
Sri Lanka,LKA,365888495.7,372486882.7,413330933.8,435933796.5,494846776.5,550716571.6,606783496,722623460.6,723506110.8,953846379.7,1085971825,961254231.5,943193109.5,1230786607,1450271103,2018292670,1957926304,1402287844,1336860058,Low income,16,Free
Lesotho,LSO,89340118.73,73912536.29,143643447,163550337.6,189519948.2,207961890.5,222733698.6,232796393.4,214955841.9,259015189.9,267592820.4,240283316.3,216172778.8,206554143.5,191048286.5,165263750,171069337.8,176806563.7,166040152.9,Low income,2,Standard
Lithuania,LTU,700178553.3,804205756.6,917394277.5,1104636413,1186020725,1318593702,1618094279,2103087205,2006573730,1816966963,1966641253,1787628849,1866544253,1873616720,1533318325,1604181592,1716919708,1946510670,1973883567,High income,36,Standard
Luxembourg,LUX,738481736.7,780149748.8,953452728.4,1271946830,1398055749,1416335091,1828582093,1937444679,1478313858,1649448792,1866904800,2029570335,2128254537,2336786041,2039748061,2001623381,2082370562,2239196530,2062713297,High income,1,Standard
Latvia,LVA,424107562.3,463133046.4,542613071.2,639363007.6,734163178.1,883997986.7,1217381044,1619748012,1273438919,1054060488,1222147926,1623660824,1846817080,1358332763,1214615238,1185476401,1176512933,1313128971,1310855358,High income,27,Standard
Macao,MAC,178454825.4,190999676.4,210626285.3,217572376.6,256834075.2,313958503.5,445981631.2,473552806.1,514289091.1,548010922,605558833.7,712494674.5,889872804.9,987535296,1227892095,1284513729,1264623031,1225471769,1224483536,High income,8,Standard
Morocco,MAR,2052513418,2287194293,2774091357,3129875230,4334483190,3549618901,4095453047,4800165671,4764010872,4780500879,5182349349,5006678411,5460000000,5616000000,5160724271,5252000000,5616000000,6032000000,6136000000,Low income,37,Standard
"Moldova, Republic of",MDA,86715485.53,100724950.7,123331575.1,166611239.9,193538172.1,219821247,330541850.9,434186788,484371405.3,577499053.4,663594982.8,665399682.3,514610296.8,630296943.8,415739845,413255633.8,476395017.2,550626380.3,577536208.2,High income,21,Standard
Madagascar,MDG,123841887.5,120863992.1,146618510.3,122852365.6,153174424.9,149343917.2,258515909.4,280903450.2,250874149.7,256175294.7,292900853.6,302905034.5,250769690.7,254331900.2,227741337.9,237780890.2,266585878,278517946.2,282801798.9,Low income,6,Standard
Maldives,MDV,32916717.3,36603406.86,45548823.26,47002101.95,48922377.32,71537480.79,79449942.57,106365634.1,118871397.2,92861215.9,84263522.39,145601036.9,110949388.2,113384608.4,158218440.7,160295211,174323899,191442152.8,200972327.6,High income,1,Standard
Mexico,MEX,32171900000,34838100000,36659200000,36391200000,41661500000,45024000000,48307000000,52102000000,45046500000,52605000000,58464000000,59028727324,57021415677,66417796815,59312486980,51241461284,51145161280,53860833560,55671281747,High income,540,Standard
Marshall Islands,MHL,10423584.15,10907407.35,11544481.54,12276083.53,13647306.62,14486285.53,15998997.06,16534567.82,17242024.22,18517183.16,20635506.01,21313624.75,23448414.71,24976018.38,28114385.05,30770104.07,33038282.66,35076141.62,37715296.5,High income,0,No College
"Macedonia, the former Yugoslav Republic of",MKD,135406976,129850921.5,159717886.5,184597092.8,201003642.2,223371807.2,259767147.8,319994354.9,305125723.2,303202938.6,336911611.1,311639041.6,345215330.3,364443771.1,318609472.8,334969201.4,354955018,397173686,393044662.5,High income,15,Standard
Mali,MLI,105999367.7,107071385.7,141169381.7,184526406.1,212635038.8,239336431.7,282863231.3,319073419.1,341761850.6,388184368,556455967.2,517613378.7,509839309.2,615120362.5,479136065.9,418389294.7,564989219.9,629448347.1,633628544.2,Low income,10,Standard
Malta,MLT,164732424.1,184213802.5,235510729.7,278807600.4,318492035.5,367417189.3,465421535,494047851,450636587.6,560541700.6,739871417.1,652778595.3,682022929.3,751184043.9,481483705,504619492.1,553546364.1,641177694.5,655779383.5,High income,6,Free
Myanmar,MMR,3624000000,4774000000,6360000000,8823624663,11793764857,16082418707,23585580585,33436952286,39183883711,47255173592,58167187890,1033492709,658254019.9,802502446.1,917537754,998373712.9,1138724726,1158314890,1096058868,Low income,95,Standard
Mongolia,MNG,78558434.77,95773433.54,87029663.34,81419503.11,102739544.3,141710804.1,175841745.2,233605766.1,189708488.3,288179287.4,398317572.3,638546348.6,621572818.4,576442396.4,490775724.1,498578720.9,425638600.2,514952244.4,544732937.4,Low income,63,Standard
Mozambique,MOZ,141422415.7,156578313.8,211020493.8,282721759.9,348562885.1,343405944.2,412610289.2,518272947.6,525214617.4,502860074.8,684421773.7,815394431.2,910066321.9,942262424.3,842014971,628185848,690016026.1,782807642,811773989.6,Low income,11,Standard
Mauritania,MRT,45759509.15,45272861.14,54619153.02,51231194.42,70214088.98,98823626.25,113991823.2,142544713.4,141564331.5,177363219.3,193653130,191544547.8,205973574.9,185779740.4,175412158.2,184072994.4,196381119.2,214357630.9,228347654.3,Low income,4,Standard
Mauritius,MUS,133261119.2,147334893.9,184595691.8,247487753.4,229414929.1,237190197.5,250395085.9,317072653.7,298393458.4,335054176.8,364982348.6,391506289.5,457165797,658074506.2,605031993.9,631059811.1,695116271.4,757455938.5,753065254.4,High income,5,Standard
Malawi,MWI,59254261.05,121316009.7,111174049.8,123341802.8,133123790.7,149186995.9,169988030.1,208690827,246779051.5,281582571.6,387321629.3,286378981.7,257656499.6,406216846.9,352993702.8,250071806.2,404245779.3,441897054.9,496742670.4,Low income,21,Standard
Malaysia,MYS,4413906000,4533450316,5626400000,6501800000,6432150000,6130400000,6991304608,9092573122,8731800000,12323170545,16203682417,16137211339,19000800000,16605027589,13907040862,13148887899,13734554319,15010902276,14015606254,High income,48,Standard
Namibia,NAM,225503785.6,223393397.1,350895865.8,469657095.1,516135673,591731199.5,657987951.9,660266635.1,703082355.1,903715217.4,1019087068,1080398057,1053965064,1102709228,1009375538,937503027.8,1129285695,1175245088,1087145930,High income,3,Standard
Niger,NER,69430362.3,75410835.43,92701331.02,105179408.7,124006505.8,135891441.4,183839345.7,181481448.7,276892757,281645332.2,353503658.8,364522211.9,442057977.2,586874119.1,382780232.3,291694018.5,281538297.5,325362861.8,327140608.1,Low income,2,Standard
Nigeria,NGA,594448803,758950991.2,826644005.2,1079500000,1385500000,1963500000,2244000000,2754000000,2380000000,2907000000,3255500000,3689000000,4105500000,4488000000,4029000000,3366000000,3094000000,3221500000,3680500000,Low income,160,Standard
Nicaragua,NIC,127809235.5,113413874.2,127593931.7,152414335.2,182054388.9,208220902.8,246472132.8,301309976.5,311487794.4,349090059.7,389728092.9,414764501.1,428399979.7,468733896.9,502975939.2,518727267.2,536041201.3,507294629.3,497937539.7,Low income,52,Standard
Netherlands,NLD,17728235393,19679254773,25439002872,29048971882,30554728743,31932723877,35880450624,41205403383,41419665851,40968895490,43552820295,46488500000,42566784780,42776777789,36254439149,38311664456,38355464011,42291704948,41834002514,High income,54,Standard
Norway,NOR,10909800000,13445600000,15502000000,17728500000,19531200000,20310200000,24000000000,26634000000,24754400000,26413000000,29677000000,35003400000,34846576983,34202860362,25628455650,25954596593,27403542211,30057638308,27668951820,High income,29,Free
Nepal,NPL,166433632.7,142008336.6,151722701.1,188674064.6,228605206.6,273913924.3,334628249.3,431967529.7,546328063.1,506599802.4,715540706.7,617771563.2,588074016.3,689248817.8,706795145.2,710767679.8,837209260.9,953500476.2,988163474,Low income,9,Standard
New Zealand,NZL,3549610851,4258161092,5673873026,6667538194,7083400000,6562400000,8051800000,6900300000,7470400000,9688300000,11318300000,12455300000,13487100000,14224100000,12676400000,13487100000,14666300000,15108500000,15329600000,High income,8,Standard
Oman,OMN,660454102.3,755607948.3,793087247,872574735.5,979952254,1454689201,1736585129,2577807092,2118673032,2476140533,2948207534,3318529904,3458398143,3622230896,3236252128,3194187946,4380301877,4841135939,4560384889,High income,29,Standard
Pakistan,PAK,1555767008,1433789010,1508014303,1611200000,2017800000,2619000000,2845900000,3353200000,3034000000,2627400000,3059500000,3708021629,4344940556,4474532556,5176011179,5534663217,6082047491,6264508916,5534663217,Low income,177,Standard
Panama,PAN,526506572.3,430453637.2,425593826.9,450903751.2,477784078.5,515522811.4,597360259.2,685814869.9,735834219.5,768654648.1,917622280.4,1055360163,1195392632,1275886202,1417942786,1505575245,1636400624,1690742109,1749499626,High income,22,Free
Peru,PER,1509849805,1457501161,1620723213,1838462856,2054477800,2224491162,2488906616,2878400000,3073600000,3342800000,3688800000,4344000000,5137900000,5932800000,5869374033,5987101954,6795599266,6889439379,7420307503,High income,134,Standard
Philippines,PHL,2049540004,2262448407,2228392919,2038400000,2124000000,2613200000,3196000000,3741200000,3606400000,4268800000,4765600000,5354400000,5832800000,6108800000,6274400000,6513600000,6716000000,7065600000,7636000000,Low income,232,Free
Papua New Guinea,PNG,195377805.5,191381532.7,215951447.6,245568627,312404611.3,519614514.7,608923250.2,760848559.1,742717482.6,909587695.4,1122835932,1393666534,1348371553,1573818236,1471623937,1416514886,1538301924,1620970461,1635801427,Low income,6,Standard
Poland,POL,9477825431,9939600000,10951200000,13016900000,15892800000,16816300000,19588000000,25361600000,20874000000,23103700000,24432000000,23184000000,24098295622,24804538427,21296674797,20775769998,22459989755,25039552935,25484305207,High income,128,Free
Puerto Rico,PRI,3888787445,3991250808,4217133542,4617038042,4902047787,5184826298,5450856737,5652741278,5752141670,5830437306,5977250508,6210464900,6307185172,5907929036,5977014815,6009921802,5929569329,5817074151,6076886489,High income,33,Standard
Portugal,PRT,6128500000,6745200000,8329300000,9350000000,9828000000,9987600000,11626700000,12090400000,12909200000,12535000000,12387400000,9572881876,11486818127,11452952982,9260197281,9763042259,10672932258,11661166726,11562343279,High income,87,Standard
Paraguay,PRY,349092938.4,270526411.4,300343446.1,326185437.3,353308797.3,440352762.9,590164844.5,845457435.2,785830628.9,982642801.2,1576294834,1554327423,1670018360,1603560137,1303631711,1164297120,1267283131,1306601854,1235929012,High income,40,Standard
Qatar,QAT,346418523.3,378856789,472843195.2,601414223.8,768307841.1,1105728161,1403652818,1962000000,1704121774,2302834558,3385437811,4046357995,4587680736,5059564500,3918749306,3612124313,3709519749,4272163892,4201614686,High income,12,Standard
Romania,ROU,1213108101,1468472939,1829139804,2319929542,3229936116,4023800000,5710400000,7549500000,6450000000,5215200000,5194700000,4720800000,5282800000,5591900000,4945600000,5226600000,5872900000,6659700000,6912600000,High income,76,Standard
Russian Federation,RUS,10713819138,12030143425,14802697351,20524202936,26462346402,34145151168,45138061781,57239858860,41965087888,52650349155,70815118486,76176324062,79121848347,74720821460,48381198661,45277446189,67522579459,71494495898,71935819947,High income,373,Standard
Rwanda,RWA,67226217.47,69332820.9,77240088.9,88285529.11,112521607.3,130772948.5,165274481.5,173732042.1,212985630.9,253724669.4,273634681,298885172.9,328867255.8,305932509.8,277988086.2,259714115.5,275370569.6,285539447.4,307522190.1,Low income,26,Standard
Saudi Arabia,SAU,13366307262,13725616597,15594025139,18684085420,23786277977,27379371327,30325707874,38014927643,31475497746,38446098845,48937931427,53680814649,54615018920,55549223191,48291174624,47500694087,50231445033,57058322398,57561355467,High income,38,Standard
Sudan,SDN,177798290.3,222144884.2,301149442.8,423844657.1,531230308.7,856360088.3,1180911616,1329106048,1091918298,1194553286,1116975378,776264574.1,876880687,1058798706,1102289489,910452469.9,863984331.7,635513769,534877949.3,Low income,52,Standard
Senegal,SEN,200614045,219554276.4,281051718.5,355519346.7,476087458.7,513078209,641260866.7,807243252.9,798772138,828904848.2,760555746,746208050,845496164.1,992561153,826978031.2,925001376.4,1018167160,1123248631,1130004544,Low income,28,Standard
Singapore,SGP,2319057208,2356806763,2468588609,2803371429,3139085714,3759642857,4560914286,4817400000,5299200000,6967800000,7614000000,8121600000,8031600000,8390400000,7921200000,8252400000,8749200000,9163200000,9108000000,High income,8,Standard
Solomon Islands,SLB,18499650.64,16085332.74,17366512.93,20804330.57,25994984.34,29712337.84,34551660.05,48890664.07,67055904.03,79807241.11,97024789.92,112702381.6,128077878.1,131233996.5,127516378.8,132769074.2,144541513.4,154468760.2,154418187.6,Low income,1,Standard
Sierra Leone,SLE,37534464.8,41837064.17,43618124.31,42351456.43,46601087.21,48781100.62,54117378.52,59143113.26,68223216.13,65161632.68,73985801.26,108168038.3,126250698.6,132857693,112937932.3,88921419.42,98490283.64,103072679.3,109223798.1,Low income,7,Standard
El Salvador,SLV,320849457.1,345542128.4,355135943.9,366831468.9,392132520,429521964,465209550,600086344,618757095,565946836,619464510,725334925.3,764199555.7,806765552.7,859370782.3,860383097.6,855656808.7,875418717.4,911379662.4,Low income,31,Standard
Serbia,SRB,569232556,748561069.7,981039288.4,1138141568,1201117218,1407804478,1836142733,2359841904,2091302084,1875208408,2121487441,1757798063,1907081666,1813556891,1473449180,1432067418,1555448367,1756105227,1780760580,High income,22,Standard
Sao Tome and Principe,STP,1764207.386,1906624.159,2529019.763,3121619.542,7036649.452,6182253.175,8049736.323,9378667.849,14083972.8,15108805.21,12926947.85,8535741.943,15399663.7,12257435.75,10963262.07,12056423.79,13033091.59,14349912.58,14822191.38,Low income,0,No College
Suriname,SUR,25069862.48,36178085.7,42197790.06,48937520.64,60386571.69,88595574.6,101070203.6,122405678.3,133664618.7,146888716,143308281.9,164919129.4,172738661.9,178104808.8,176127601.5,108546237.7,110152297,124311874.6,123062031.7,High income,4,Standard
Slovakia,SVK,1138585058,1408777486,1831460301,2216507061,2221087662,2467999118,2933767230,3387281101,3365842187,3294853399,3567982608,3466197691,3735701268,3967069435,3456945025,3322060057,3545932286,3946985375,3909033593,High income,32,Standard
Slovenia,SVN,1098600457,1219744754,1527546925,1784928059,1868626984,2007764747,2274793389,2575084699,2585610025,2499723646,2662811825,2457783711,2302293786,2309303003,1942556346,1870609217,2157859206,2417927965,2419146785,High income,30,Free
Sweden,SWE,16014688845,17291829956,21467408856,25890300000,25750600000,25866400000,28842000000,31356000000,28473900000,31099900000,35277200000,40002000000,42414214502,41827305253,35679616508,37395037053,39233653311,40374995953,39162319396,High income,39,Free
Swaziland,SWZ,81582641.87,74932655.05,118129914.4,181610880.4,223033784,222780855.5,239940200.2,227920317.2,269757826.6,356528662.9,417949722.5,388716904.3,342208840.8,298659987,275243441.7,254594686.7,289636997.7,306366886.8,285048099.3,Low income,6,Standard
Seychelles,SYC,31723145.24,33112176.09,35455030.6,42070047.19,42389330.19,42816258.63,38819099.95,34635530.37,29796037.86,33278168.01,33082343.11,27475996.84,39290517.5,50763499.13,55415214.58,59775902.81,64043587.56,68568140.14,69122307.37,High income,1,Standard
Chad,TCD,32415264.31,39901816,50257411.18,42489384.36,56806403.05,71648077.39,96483628.89,125421884.2,140679033.7,152623510.6,192069277,213066961.3,218268973.5,235470842.7,187479673.6,175000782.3,174255900.3,195540344.1,196705302.1,Low income,9,Standard
Togo,TGO,56523816.43,60993642.09,80345572.11,79036193.11,76147541.9,75891173.77,95026370.28,124401218.6,152214374.3,154630988.3,197511356.9,187757328,221257769.4,243996494.9,208206850.3,216971803.9,228587245.3,254696741.3,258660208.3,Low income,4,Standard
Thailand,THA,5604300000,6013428571,6513685714,7090285714,7480471429,8492742857,9662885714,10228400000,11043200000,11571644825,16758903939,17169136708,16460956202,14294969326,14109801329,14591238120,16146649290,17850194857,19405606027,High income,123,Standard
Tajikistan,TJK,25820741.99,33039773.09,36234011.15,53292198.91,85135884.99,113392386.9,158600593.7,228071850.7,208764986.1,249747481.9,304387343.9,355368406.3,403807755.8,408992863.1,353457619.7,291544716.8,311583022.3,324333548,347441493.8,Low income,27,Standard
Timor-Leste,TLS,9240458.729,11089204.65,9665729.898,9945243.784,12337117.68,18995304.42,28752989,47647509.22,73295722.07,89776578.64,95934153.16,70223169.07,73051223.26,105733715.9,88470438.69,70666779.56,72496758.36,71713647.94,86518269.52,Low income,8,Standard
Tonga,TON,5892706.723,5454591.93,5951360.482,6826165.244,7652014.786,8714091.866,8883298.563,10261535.78,9439480.29,11098140.95,12497583.07,14197992.74,13534972.6,12982090.67,12936578.04,12387415.32,14024200.78,15204315.98,16222383.04,High income,0,No College
Trinidad and Tobago,TTO,248567197.1,295085190.5,304924866.3,369741386,435932406.7,499757723.6,593309935.3,764670956.9,521050371.9,604951468.7,648997611.4,673680705.1,737638528.9,743120460.1,704029811.1,633806963.4,647357983.2,660399186.1,661087092.1,High income,7,Standard
Tunisia,TUN,1182276952,1183547879,1572579651,1776629916,1818247094,1967761082,2211324103,2537570327,2496510968,2586552686,2702591827,2678995029,2750733057,2865479119,2621992467,2547450968,2415132859,2431185352,2365174441,Low income,70,Standard
Turkey,TUR,5181100000,5804564861,7673040383,11525800000,13777500000,14546400000,19251687019,23379873173,21033880295,26860734844,30788234075,34196217377,36302991571,35507370698,32474593907,32702485794,32208720039,29132179563,28410521921,High income,174,Standard
"Tanzania, United Republic of",TZA,358043245.2,411973554.8,475938925.2,559165704.3,608082077.4,681734809,780522914.2,1074685009,1073629856,1172587039,1268623925,1457553040,1677559732,1832923842,1733644471,1815177907,1943576493,2096652749,2309184975,Low income,32,Standard
Uganda,UGA,162339068,192148046,225758844.9,293541619.6,322814955.6,330783717.5,373567772.9,425348762.7,692256482.1,550851729.4,686012556.8,641498179.6,565475708.3,546038041.5,544215587.5,491655406.1,514426242.5,548351685.5,590103382.1,Low income,47,Standard
Ukraine,UKR,1590465036,1913556859,2427783647,3353026817,4717615670,6211600000,8364542448,10539461349,6844303835,8135644308,9680308948,11424071109,11893614805,7697861972,4918551983,4283572907,5599669928,6483828338,7662706218,Low income,185,Standard
Uruguay,URY,461823649.4,292026543.9,230997354.3,300329879.1,449098486,531550850.7,705406704.6,997498788.9,1130172896,1549438130,1992236398,2072016173,2418594769,2413240828,2328454347,2405563728,2780416369,2898331131,2774958631,High income,16,Standard
United States,USA,5.08E+11,5.29E+11,5.66E+11,5.76E+11,5.87E+11,6.61E+11,6.73E+11,6.93E+11,6.79E+11,7.36E+11,8.03E+11,7.52E+11,7.58E+11,7.91E+11,8.22E+11,8.35E+11,8.75E+11,9.19E+11,9.54E+11,High income,1760,Standard
Uzbekistan,UZB,1049638098,894613921.2,939206386,1123183332,1339017243,1616381267,2178919625,2931625334,3242376915,4745545952,5747954159,6403940001,6975025295,7683583006,8214441509,8155198782,5933683644,5075561919,5685280670,Low income,76,Standard
Saint Vincent and the Grenadines,VCT,27749702.04,33498887.93,34210688.23,36436794.22,23659184.3,30430394.87,38815118.62,39215390.12,38401591.2,34641904.29,34343631.95,35686276.56,37155564.12,36138947.08,38175420.65,39836902.29,40834661.66,41934039.96,42372335.15,High income,0,No College
Viet Nam,VNM,995276706.4,1095983813,1272115037,1497420088,1951928121,2299784964,2732882347,3580815984,3852095928,6003200000,5033621094,6879963349,7549002194,8147398709,8331520714,8791825726,9528313745,10540984771,11277472790,Low income,73,Standard
Vanuatu,VUT,13686578.4,13625773.42,16397185.8,19050301.39,20434652.47,23376945.02,27595720.32,33251029.81,28637859.35,32142277.83,36669643.4,33838071.4,35431805.96,36677873.31,34268121.42,36211464.08,39420821.53,42078582.03,45067107.51,Low income,0,No College
South Africa,ZAF,6771600000,6463800000,9369600000,12524900000,14143200000,14950000000,15730100000,14950900000,16828300000,22699500000,26328300000,26500000000,23195894205,22208400000,19103820358,16697175002,20273193628,21727340738,21999656703,High income,25,Standard
Zambia,ZMB,79250353.4,89540727.57,114794111.3,151964443,143222638.2,169189273.9,132631802.8,234423898.8,265300731.1,404342233.8,557291999.8,716651608.1,865315382.5,951322255.2,820557580,723867179.6,881228962.6,923211186.5,816270183.5,Low income,50,Standard
Zimbabwe,ZWE,362783105.4,316604644.2,264420107.3,242303020.4,217850760.2,182765367.1,155224061.4,108681946.5,221452462.2,227127907.9,264642063.1,321351609.6,359092959.4,365855364,374302743.9,384929878.9,329967129,340174575.2,360925466,Low income,18,Standard
